field_1,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,county_name,field_16
"15177",-117.08,33.03,"10","2296","450","818","405",4.3424,160600,<1H OCEAN,5.66913580246914,0.195993031358885,2.01975308641975,San Diego,
"15178",-117.07,33.04,"4","2271","578","926","391",3.6437,210100,<1H OCEAN,5.80818414322251,0.254513430206957,2.36828644501279,San Diego,
"15179",-117.08,33.03,"15","3023","623","1283","559",3.3724,137900,<1H OCEAN,5.40787119856887,0.206086668871981,2.29516994633274,San Diego,
"15180",-117.08,33.03,"17","987","142","463","152",5.8747,229300,<1H OCEAN,6.49342105263158,0.14387031408308,3.04605263157895,San Diego,
"15181",-117.08,33.03,"18","1339","284","761","290",5.3074,137200,<1H OCEAN,4.61724137931034,0.21209858103062,2.62413793103448,San Diego,
"15182",-117.09,33.03,"17","2786","396","1228","396",6.4211,220700,<1H OCEAN,7.03535353535354,0.142139267767408,3.1010101010101,San Diego,
"15183",-117.08,33.04,"10","2577","347","1193","365",6.53,264100,<1H OCEAN,7.06027397260274,0.13465269693442,3.26849315068493,San Diego,
"15184",-117.15,33.02,"4","15029","2279","5613","1696",7.2731,450400,NEAR OCEAN,8.86143867924528,0.151640162352785,3.30955188679245,San Diego,
"15185",-117.1,32.97,"17","3167","861","2098","828",2.4459,85800,<1H OCEAN,3.82487922705314,0.271866119355857,2.53381642512077,San Diego,
"15186",-117.1,32.96,"7","3619","770","1134","482",4.1279,167600,<1H OCEAN,7.50829875518672,0.212765957446809,2.35269709543568,San Diego,
"15187",-117.05,33.05,"6","7916","1293","2741","1204",5.6436,278600,<1H OCEAN,6.57475083056478,0.163340070742799,2.2765780730897,San Diego,
"15188",-117.05,33.04,"12","1840","254","580","234",6.7769,400000,<1H OCEAN,7.86324786324786,0.13804347826087,2.47863247863248,San Diego,
"15189",-117.05,33.03,"14","5180","1051","1639","991",4.5,222200,<1H OCEAN,5.22704339051463,0.202895752895753,1.65388496468214,San Diego,
"15190",-117.05,33.03,"16","87","20","32","21",4.3571,144600,<1H OCEAN,4.14285714285714,0.229885057471264,1.52380952380952,San Diego,
"15191",-117.06,33.02,"17","2635","389","994","359",5.8966,261500,<1H OCEAN,7.33983286908078,0.147628083491461,2.76880222841226,San Diego,
"15192",-117.05,33.02,"18","917","121","388","131",6.3517,260100,<1H OCEAN,7,0.131952017448201,2.9618320610687,San Diego,
"15193",-117.01,33.04,"13","4595","567","1643","544",7.7684,362300,<1H OCEAN,8.44669117647059,0.123394994559304,3.02022058823529,San Diego,
"15194",-117.04,33.03,"16","2852","435","1083","448",6.3761,296200,<1H OCEAN,6.36607142857143,0.152524544179523,2.41741071428571,San Diego,
"15195",-117.01,32.99,"8","3372","430","1536","448",8.4284,378300,<1H OCEAN,7.52678571428571,0.127520759193357,3.42857142857143,San Diego,
"15197",-117.09,32.91,"9","2012","316","802","289",6.5706,255700,<1H OCEAN,6.96193771626298,0.157057654075547,2.77508650519031,San Diego,
"15198",-117.09,32.91,"16","2005","266","827","270",7.0546,282200,<1H OCEAN,7.42592592592593,0.132668329177057,3.06296296296296,San Diego,
"15199",-117.09,32.9,"16","1989","290","814","291",6.2715,255100,<1H OCEAN,6.83505154639175,0.145801910507793,2.79725085910653,San Diego,
"15200",-117.1,32.9,"16","2994","445","1047","437",5.149,184300,<1H OCEAN,6.8512585812357,0.148630594522378,2.39588100686499,San Diego,
"15201",-117.11,32.9,"16","2043","388","705","352",4.4766,161500,<1H OCEAN,5.80397727272727,0.189916789035732,2.00284090909091,San Diego,
"15202",-117.11,32.91,"15","1840","235","855","241",7.5992,310600,<1H OCEAN,7.63485477178423,0.127717391304348,3.54771784232365,San Diego,
"15203",-117.08,32.91,"16","1653","228","690","224",6.5853,248400,<1H OCEAN,7.37946428571429,0.137931034482759,3.08035714285714,San Diego,
"15204",-117.08,32.93,"5","14944","2490","6600","2407",6.0857,308300,<1H OCEAN,6.2085583714167,0.166622055674518,2.74200249272954,San Diego,
"15205",-117.08,32.91,"9","1547","218","683","231",7.5604,327900,<1H OCEAN,6.6969696969697,0.140917905623788,2.95670995670996,San Diego,
"15206",-117.07,33.01,"5","5870","977","1917","842",5.1998,294100,<1H OCEAN,6.97149643705463,0.166439522998296,2.27672209026128,San Diego,
"15207",-117.06,33.01,"9","2470","417","904","427",4.4219,209200,<1H OCEAN,5.78454332552693,0.168825910931174,2.11709601873536,San Diego,
"15208",-117.07,33,"4","6242","1258","2211","1116",4.25,281600,<1H OCEAN,5.59318996415771,0.201537968599808,1.98118279569892,San Diego,
"15209",-117.07,33,"4","9153","1866","3775","1698",4.955,241500,<1H OCEAN,5.3904593639576,0.203867584398558,2.22320376914016,San Diego,
"15210",-117.08,33.01,"5","5659","931","2565","902",6.1949,238700,<1H OCEAN,6.27383592017738,0.164516699063439,2.84368070953437,San Diego,
"15211",-117.09,32.99,"16","2175","327","1037","326",5.1909,201400,<1H OCEAN,6.67177914110429,0.150344827586207,3.18098159509202,San Diego,
"15212",-117.09,32.99,"18","3215","588","1618","509",4.6028,216800,<1H OCEAN,6.31630648330059,0.182892690513219,3.17878192534381,San Diego,
"15213",-117.09,32.98,"23","1125","273","687","308",2.3182,268800,<1H OCEAN,3.6525974025974,0.242666666666667,2.23051948051948,San Diego,
"15214",-117.12,32.96,"16","3050","559","1444","512",5.2463,156300,<1H OCEAN,5.95703125,0.18327868852459,2.8203125,San Diego,
"15215",-117.11,32.97,"9","1531","242","850","240",6.0862,263600,<1H OCEAN,6.37916666666667,0.158066623122142,3.54166666666667,San Diego,
"15216",-117.1,33,"5","15502","2613","7417","2358",5.9094,261100,<1H OCEAN,6.57421543681086,0.168558895626371,3.14546225614928,San Diego,
"15217",-117.11,32.95,"11","4694","824","2223","783",4.9485,231800,<1H OCEAN,5.99489144316731,0.175543246697912,2.83908045977011,San Diego,
"15218",-117.12,32.95,"8","3670","536","1723","592",6.3542,218100,<1H OCEAN,6.19932432432432,0.146049046321526,2.91047297297297,San Diego,
"15219",-117.12,32.96,"15","2869","405","1526","402",6.0175,238300,<1H OCEAN,7.13681592039801,0.141164168699895,3.79601990049751,San Diego,
"15220",-117.12,32.95,"4","9018","1572","4438","1498",4.988,263700,<1H OCEAN,6.02002670226969,0.174318030605456,2.96261682242991,San Diego,
"15221",-117.08,32.97,"3","17466","3336","7644","2895",5.4584,246500,<1H OCEAN,6.03316062176166,0.190999656475438,2.64041450777202,San Diego,
"15222",-117.06,32.97,"17","4754","877","2412","832",4.3548,192300,<1H OCEAN,5.71394230769231,0.184476230542701,2.89903846153846,San Diego,
"15223",-117.25,33.06,"6","9859","1448","4194","1401",6.439,296200,NEAR OCEAN,7.03711634546752,0.146870879399533,2.99357601713062,San Diego,
"15224",-117.25,33.05,"16","2794","476","1387","442",4.3286,213400,NEAR OCEAN,6.32126696832579,0.170365068002863,3.13800904977376,San Diego,
"15226",-117.26,33.06,"11","2660","352","1226","366",7.6832,319800,NEAR OCEAN,7.26775956284153,0.132330827067669,3.34972677595628,San Diego,
"15227",-117.24,33.05,"15","3029","555","1559","546",5.3129,169200,NEAR OCEAN,5.54761904761905,0.183228788379003,2.85531135531136,San Diego,
"15228",-117.24,33.05,"11","5827","882","2588","842",6.4027,344200,NEAR OCEAN,6.92042755344418,0.151364338424575,3.07363420427553,San Diego,
"15229",-117.2,33.07,"5","10394","1617","4496","1553",5.9289,411300,NEAR OCEAN,6.69285254346426,0.155570521454685,2.89504185447521,San Diego,
"15230",-117.16,33.06,"16","1988","279","770","252",5.8661,404500,NEAR OCEAN,7.88888888888889,0.140342052313883,3.05555555555556,San Diego,
"15241",-117.24,33,"16","2512","356","795","353",7.5975,369100,NEAR OCEAN,7.11614730878187,0.14171974522293,2.25212464589235,San Diego,
"15258",-117.24,33.04,"13","3498","663","1412","618",3.212,147600,NEAR OCEAN,5.66019417475728,0.189536878216123,2.28478964401295,San Diego,
"15272",-117.27,33.08,"7","2949","447","1335","426",6.0922,342400,NEAR OCEAN,6.92253521126761,0.151576805696846,3.13380281690141,San Diego,
"15290",-117.29,33.13,"4","617","105","224","105",3.9205,183000,NEAR OCEAN,5.87619047619048,0.170178282009724,2.13333333333333,San Diego,
"15292",-117.29,33.12,"4","1380","322","755","286",4.7961,168800,NEAR OCEAN,4.82517482517482,0.233333333333333,2.63986013986014,San Diego,
"15294",-117.28,33.1,"13","2644","422","1197","399",6.5338,267900,NEAR OCEAN,6.6265664160401,0.159606656580938,3,San Diego,
"15321",-117.35,33.21,"24","1586","262","912","298",4.25,150300,NEAR OCEAN,5.32214765100671,0.165195460277427,3.06040268456376,San Diego,
"15322",-117.34,33.21,"23","2062","376","1302","379",4.0109,145700,NEAR OCEAN,5.44063324538259,0.182347235693501,3.4353562005277,San Diego,
"15324",-117.34,33.21,"12","5963","1372","3015","1124",2.7386,216100,NEAR OCEAN,5.30516014234875,0.230085527419084,2.68238434163701,San Diego,
"15327",-117.33,33.19,"15","3672","845","1827","796",2.9716,173600,NEAR OCEAN,4.61306532663317,0.230119825708061,2.29522613065327,San Diego,
"15329",-117.29,33.24,"5","3109","634","1823","578",3.1875,153800,<1H OCEAN,5.37889273356401,0.2039240913477,3.15397923875433,San Diego,
"15330",-117.3,33.23,"13","3619","791","1759","806",2.765,98500,<1H OCEAN,4.49007444168735,0.218568665377176,2.18238213399504,San Diego,
"15331",-117.32,33.23,"24","2580","604","982","569",1.6402,169300,NEAR OCEAN,4.53427065026362,0.234108527131783,1.72583479789104,San Diego,
"15332",-117.31,33.24,"6","1580","288","792","265",4.0469,162400,<1H OCEAN,5.9622641509434,0.182278481012658,2.98867924528302,San Diego,
"15333",-117.32,33.22,"15","4784","1039","1810","986",2.4375,108900,NEAR OCEAN,4.85192697768763,0.217182274247492,1.83569979716024,San Diego,
"15334",-117.33,33.22,"21","2868","602","855","559",2.7846,91200,NEAR OCEAN,5.13059033989267,0.209902370990237,1.52951699463327,San Diego,
"15335",-117.32,33.22,"16","1057","232","316","221",2.7417,91700,NEAR OCEAN,4.78280542986425,0.219489120151372,1.42986425339367,San Diego,
"15336",-117.33,33.21,"17","1246","300","424","288",2.2882,85800,NEAR OCEAN,4.32638888888889,0.240770465489567,1.47222222222222,San Diego,
"15337",-117.3,33.22,"4","14960","2988","6666","2612",3.7568,184100,NEAR OCEAN,5.72741194486983,0.199732620320856,2.552067381317,San Diego,
"15338",-117.31,33.19,"11","20944","3753","8738","3441",4.3762,215500,NEAR OCEAN,6.08660273176402,0.179192131398014,2.53937808776518,San Diego,
"15339",-117.29,33.2,"16","2150","461","1428","407",2.4754,157300,NEAR OCEAN,5.28255528255528,0.214418604651163,3.50859950859951,San Diego,
"15340",-117.31,33.18,"16","1835","430","599","399",2.0147,87700,NEAR OCEAN,4.59899749373434,0.23433242506812,1.50125313283208,San Diego,
"15341",-117.29,33.19,"18","6235","1233","4127","1162",3.0704,151600,NEAR OCEAN,5.3657487091222,0.19775461106656,3.55163511187608,San Diego,
"15342",-117.28,33.2,"20","4835","854","2983","834",4.3428,152100,NEAR OCEAN,5.79736211031175,0.176628748707342,3.57673860911271,San Diego,
"15344",-117.35,33.23,"4","1837","287","934","277",3.8958,189800,NEAR OCEAN,6.63176895306859,0.156232988568318,3.37184115523466,San Diego,
"15345",-117.35,33.21,"18","2971","606","2051","493",2.675,117100,NEAR OCEAN,6.026369168357,0.20397172669135,4.16024340770791,San Diego,
"15348",-117.28,33.28,"13","6131","1040","4049","940",3.8156,150700,<1H OCEAN,6.52234042553192,0.16962975044854,4.30744680851064,San Diego,
"15349",-117.25,33.3,"14","2513","351","1151","357",6.3054,359000,<1H OCEAN,7.03921568627451,0.139673696776761,3.22408963585434,San Diego,
"15350",-117.26,33.26,"9","4609","798","2582","746",4.3429,173900,<1H OCEAN,6.17828418230563,0.173139509655023,3.46112600536193,San Diego,
"15351",-117.3,33.26,"23","1678","275","1227","264",4.1713,133800,<1H OCEAN,6.35606060606061,0.16388557806913,4.64772727272727,San Diego,
"15352",-117.3,33.25,"22","2329","419","1456","381",3.7933,131000,<1H OCEAN,6.11286089238845,0.179905538857879,3.82152230971129,San Diego,
"15353",-117.31,33.25,"14","3483","764","2140","687",3.125,102300,<1H OCEAN,5.06986899563319,0.219351134079816,3.11499272197962,San Diego,
"15354",-117.31,33.25,"13","3075","630","1843","674",2.8558,97100,<1H OCEAN,4.56231454005935,0.204878048780488,2.73442136498516,San Diego,
"15355",-117.32,33.25,"7","2499","420","1314","398",4.85,186900,<1H OCEAN,6.27889447236181,0.168067226890756,3.30150753768844,San Diego,
"15356",-117.32,33.25,"7","8206","1523","4399","1423",3.6301,170900,<1H OCEAN,5.76669009135629,0.185595905435048,3.09135628952916,San Diego,
"15357",-117.34,33.23,"11","3737","757","2212","727",3.1062,141000,NEAR OCEAN,5.14030261348006,0.202568905539203,3.04264099037139,San Diego,
"15358",-117.33,33.23,"15","2919","592","1130","579",2.5872,155600,NEAR OCEAN,5.04145077720207,0.202809181226447,1.95164075993092,San Diego,
"15359",-117.33,33.23,"15","1905","416","1258","388",3.33,127900,NEAR OCEAN,4.90979381443299,0.218372703412073,3.24226804123711,San Diego,
"15360",-117.33,33.24,"13","4543","881","2298","870",2.9386,143400,NEAR OCEAN,5.22183908045977,0.193924719348448,2.64137931034483,San Diego,
"15361",-117.42,33.35,"14","25135","4819","35682","4769",2.5729,134400,<1H OCEAN,5.2704969595303,0.191724686691864,7.48207171314741,San Diego,
"15362",-117.24,33.34,"17","2866","442","1354","431",4.5764,257300,<1H OCEAN,6.64965197215777,0.154221912072575,3.1415313225058,San Diego,
"15363",-117.22,33.36,"16","3165","482","1351","452",4.605,263300,<1H OCEAN,7.00221238938053,0.152290679304897,2.98893805309735,San Diego,
"15364",-117.22,33.31,"12","2924","433","1193","394",6.2475,331300,<1H OCEAN,7.42131979695431,0.148084815321477,3.02791878172589,San Diego,
"15365",-117.21,33.34,"10","5294","817","2312","810",5.4563,325700,<1H OCEAN,6.5358024691358,0.154325651681148,2.85432098765432,San Diego,
"15366",-117.19,33.34,"15","3310","488","1104","460",6.1009,314400,<1H OCEAN,7.19565217391304,0.147432024169184,2.4,San Diego,
"15367",-117.17,33.34,"15","3313","679","1022","564",2.7986,189900,<1H OCEAN,5.8741134751773,0.2049501961968,1.81205673758865,San Diego,
"15368",-117.2,33.29,"12","6358","1182","2778","1020",4.0357,295900,<1H OCEAN,6.23333333333333,0.185907518087449,2.72352941176471,San Diego,
"15369",-117.17,33.28,"16","1921","312","862","280",5.1786,376800,<1H OCEAN,6.86071428571429,0.162415408641333,3.07857142857143,San Diego,
"15370",-117.25,33.38,"16","3536","765","2007","687",3,146700,<1H OCEAN,5.14701601164483,0.216346153846154,2.92139737991266,San Diego,
"15371",-117.24,33.4,"16","2704","463","1322","424",3.7857,227000,<1H OCEAN,6.37735849056604,0.171227810650888,3.11792452830189,San Diego,
"15372",-117.23,33.38,"18","3339","704","1727","652",2.8393,173200,<1H OCEAN,5.12116564417178,0.210841569332135,2.64877300613497,San Diego,
"15373",-117.24,33.38,"16","2792","525","1696","516",3.668,171200,<1H OCEAN,5.41085271317829,0.188037249283668,3.28682170542636,San Diego,
"15374",-117.25,33.38,"17","1614","431","1031","389",2.0956,134400,<1H OCEAN,4.14910025706941,0.267038413878563,2.65038560411311,San Diego,
"15375",-117.25,33.39,"22","2699","543","1425","491",2.375,137300,<1H OCEAN,5.4969450101833,0.201185624305298,2.90224032586558,San Diego,
"15376",-117.26,33.37,"7","2221","548","1440","501",2.2368,154600,<1H OCEAN,4.43313373253493,0.246735704637551,2.87425149700599,San Diego,
"15377",-117.25,33.37,"8","1755","530","1687","511",1.995,146900,<1H OCEAN,3.43444227005871,0.301994301994302,3.3013698630137,San Diego,
"15378",-117.24,33.37,"14","4687","793","2436","779",4.5391,180900,<1H OCEAN,6.01668806161746,0.169191380413911,3.12708600770218,San Diego,
"15379",-117.24,33.36,"11","2786","480","1250","450",4.5,222600,<1H OCEAN,6.19111111111111,0.172290021536253,2.77777777777778,San Diego,
"15380",-117.25,33.36,"6","3725","960","2833","915",2.3214,247000,<1H OCEAN,4.07103825136612,0.257718120805369,3.09617486338798,San Diego,
"15381",-117.34,33.46,"14","1902","338","848","304",5.5395,273300,<1H OCEAN,6.25657894736842,0.177707676130389,2.78947368421053,San Diego,
"15382",-117.19,33.41,"16","3031","554","1301","518",4.0882,296100,<1H OCEAN,5.85135135135135,0.182777961068954,2.51158301158301,San Diego,
"15383",-117.14,33.39,"17","2889","587","1931","510",3.8547,208300,<1H OCEAN,5.66470588235294,0.203184492904119,3.78627450980392,San Diego,
"15384",-117.2,33.38,"14","5392","821","2350","810",5.0507,291500,<1H OCEAN,6.65679012345679,0.152262611275964,2.90123456790123,San Diego,
"15385",-117.1,33.36,"19","3518","658","2091","610",3.2614,168800,<1H OCEAN,5.7672131147541,0.187038089823763,3.42786885245902,San Diego,
"15386",-116.95,33.31,"16","2921","639","1838","540",2.2393,117000,<1H OCEAN,5.40925925925926,0.218760698390962,3.4037037037037,San Diego,
"15387",-117.03,33.32,"14","1088","209","601","193",3.8438,243800,<1H OCEAN,5.63730569948186,0.192095588235294,3.1139896373057,San Diego,
"15388",-117.05,33.29,"17","1800","312","891","281",7.0177,267600,<1H OCEAN,6.40569395017794,0.173333333333333,3.17081850533808,San Diego,
"15389",-117.05,33.26,"14","3103","569","1704","539",3.7644,264700,<1H OCEAN,5.7569573283859,0.183370931356752,3.16141001855288,San Diego,
"15390",-117.12,33.27,"11","3016","601","1727","541",4.9375,232800,<1H OCEAN,5.57486136783734,0.199270557029178,3.19223659889094,San Diego,
"15391",-117,33.29,"17","2073","313","573","221",8.2531,419200,<1H OCEAN,9.38009049773756,0.150988904968644,2.59276018099548,San Diego,
"15392",-116.98,33.26,"12","5898","1002","3129","945",4.7647,254100,<1H OCEAN,6.24126984126984,0.169888097660224,3.31111111111111,San Diego,
"15393",-116.99,33.2,"17","2980","539","1531","505",3.1553,250000,<1H OCEAN,5.9009900990099,0.180872483221477,3.03168316831683,San Diego,
"15394",-116.9,33.22,"11","4132","773","2012","703",3.1906,234500,<1H OCEAN,5.87766714082504,0.187076476282672,2.86201991465149,San Diego,
"15395",-117.14,33.23,"11","4068","829","918","500",3.1272,281300,<1H OCEAN,8.136,0.203785644051131,1.836,San Diego,
"15396",-117.11,33.23,"13","5819","919","2228","866",4.9335,298100,<1H OCEAN,6.71939953810624,0.157930915964942,2.57274826789838,San Diego,
"15397",-117.08,33.23,"14","3337","571","1385","512",4.15,272200,<1H OCEAN,6.517578125,0.17111177704525,2.705078125,San Diego,
"15399",-117.15,33.2,"16","2690","459","1253","393",4.0328,294600,<1H OCEAN,6.84478371501272,0.170631970260223,3.1882951653944,San Diego,
"15400",-117.2,33.2,"16","4409","629","1875","609",5.543,286400,<1H OCEAN,7.23973727422003,0.14266273531413,3.07881773399015,San Diego,
"15401",-117.22,33.22,"17","3675","672","1693","597",3.3882,190800,<1H OCEAN,6.15577889447236,0.182857142857143,2.8358458961474,San Diego,
"15402",-117.22,33.22,"16","2134","643","1555","560",1.7217,175000,<1H OCEAN,3.81071428571429,0.301312089971884,2.77678571428571,San Diego,
"15403",-117.22,33.22,"15","1430","343","704","322",1.9571,162500,<1H OCEAN,4.44099378881988,0.23986013986014,2.18633540372671,San Diego,
"15404",-117.23,33.24,"26","1991","330","1014","304",4.3068,240100,<1H OCEAN,6.54934210526316,0.165745856353591,3.33552631578947,San Diego,
"15405",-117.24,33.23,"13","3756","648","1767","614",4.0776,196000,<1H OCEAN,6.11726384364821,0.172523961661342,2.87785016286645,San Diego,
"15406",-117.24,33.23,"21","1718","308","1194","312",3.4359,150900,<1H OCEAN,5.50641025641026,0.179278230500582,3.82692307692308,San Diego,
"15407",-117.23,33.23,"13","2899","657","1946","579",2.9875,172000,<1H OCEAN,5.00690846286701,0.226629872369783,3.36096718480138,San Diego,
"15408",-117.23,33.22,"18","2334","573","962","557",1.808,97000,<1H OCEAN,4.1903052064632,0.245501285347044,1.72710951526032,San Diego,
"15409",-117.23,33.22,"16","3224","729","1036","608",2.0246,148800,<1H OCEAN,5.30263157894737,0.226116625310174,1.70394736842105,San Diego,
"15410",-117.24,33.22,"20","1962","334","1173","349",4.1316,162500,<1H OCEAN,5.62177650429799,0.170234454638124,3.36103151862464,San Diego,
"15411",-117.24,33.21,"9","2486","626","1938","525",2.1293,151400,<1H OCEAN,4.7352380952381,0.251810136765889,3.69142857142857,San Diego,
"15412",-117.23,33.21,"34","544","108","348","127",4.125,164600,<1H OCEAN,4.28346456692913,0.198529411764706,2.74015748031496,San Diego,
"15413",-117.25,33.25,"6","6160","993","2997","1029",4.6187,205000,<1H OCEAN,5.98639455782313,0.161201298701299,2.91253644314869,San Diego,
"15414",-117.27,33.23,"5","20908","3933","9690","3510",4.1405,198500,<1H OCEAN,5.95669515669516,0.1881098144251,2.76068376068376,San Diego,
"15415",-117.27,33.22,"5","2283","337","999","325",5.0249,196700,<1H OCEAN,7.02461538461538,0.147612790188349,3.07384615384615,San Diego,
"15416",-117.27,33.22,"16","1420","311","470","313",1.8849,90800,<1H OCEAN,4.53674121405751,0.219014084507042,1.50159744408946,San Diego,
"15417",-117.28,33.22,"13","2832","542","1065","531",2.3844,98600,<1H OCEAN,5.33333333333333,0.19138418079096,2.00564971751412,San Diego,
"15418",-117.27,33.21,"5","5764","996","3161","1012",4.4531,177500,<1H OCEAN,5.69565217391304,0.172796668979875,3.12351778656126,San Diego,
"15419",-117.25,33.22,"26","2010","347","1160","331",3.9815,142600,<1H OCEAN,6.07250755287009,0.172636815920398,3.50453172205438,San Diego,
"15420",-117.25,33.22,"19","2167","443","1654","435",3.5,135800,<1H OCEAN,4.9816091954023,0.204430087678819,3.80229885057471,San Diego,
"15421",-117.26,33.21,"26","1906","408","1325","427",3.0197,136000,<1H OCEAN,4.46370023419204,0.214060860440714,3.10304449648712,San Diego,
"15422",-117.28,33.2,"11","1472","261","1012","285",4.21,175600,NEAR OCEAN,5.16491228070175,0.177309782608696,3.55087719298246,San Diego,
"15423",-117.27,33.2,"23","2145","379","1360","404",4.2054,150700,<1H OCEAN,5.30940594059406,0.176689976689977,3.36633663366337,San Diego,
"15424",-117.26,33.2,"13","3163","725","1675","629",2.8214,121900,<1H OCEAN,5.02861685214626,0.229212772684161,2.66295707472178,San Diego,
"15425",-117.27,33.2,"34","1852","322","978","332",4.3542,156900,<1H OCEAN,5.57831325301205,0.173866090712743,2.94578313253012,San Diego,
"15426",-117.27,33.19,"8","973","289","663","209",2.724,139300,NEAR OCEAN,4.6555023923445,0.297019527235355,3.17224880382775,San Diego,
"15427",-117.28,33.19,"5","2697","639","1633","580",3.4456,165800,NEAR OCEAN,4.65,0.236929922135706,2.81551724137931,San Diego,
"15428",-117.25,33.21,"9","1944","488","1992","453",2.066,127200,<1H OCEAN,4.29139072847682,0.251028806584362,4.39735099337748,San Diego,
"15429",-117.24,33.21,"19","1872","489","1859","446",2.1875,121700,<1H OCEAN,4.19730941704036,0.261217948717949,4.16816143497758,San Diego,
"15430",-117.24,33.21,"18","1846","419","1581","387",3.0982,111300,<1H OCEAN,4.77002583979328,0.226977248104009,4.08527131782946,San Diego,
"15431",-117.24,33.2,"25","1631","415","1045","386",2.4505,147500,<1H OCEAN,4.22538860103627,0.254445125689761,2.70725388601036,San Diego,
"15432",-117.24,33.2,"26","1701","404","989","367",2.5119,171700,<1H OCEAN,4.63487738419619,0.23750734861846,2.69482288828338,San Diego,
"15433",-117.25,33.2,"22","2361","618","1472","596",2.0625,124500,<1H OCEAN,3.96140939597315,0.261753494282084,2.46979865771812,San Diego,
"15434",-117.25,33.2,"10","2050","473","1302","471",2.7961,131300,<1H OCEAN,4.35244161358811,0.230731707317073,2.76433121019108,San Diego,
"15435",-117.25,33.21,"13","1203","292","1035","293",2.6339,117000,<1H OCEAN,4.10580204778157,0.242726517040732,3.53242320819113,San Diego,
"15436",-117.23,33.21,"21","1934","386","861","381",3.6181,213800,<1H OCEAN,5.0761154855643,0.199586349534643,2.25984251968504,San Diego,
"15437",-117.22,33.21,"19","4400","828","1901","735",3.6375,198800,<1H OCEAN,5.98639455782313,0.188181818181818,2.58639455782313,San Diego,
"15438",-117.22,33.2,"31","1736","277","801","292",4.4844,205500,<1H OCEAN,5.94520547945205,0.159562211981567,2.74315068493151,San Diego,
"15439",-117.23,33.2,"29","3372","720","1770","693",3.5109,166000,<1H OCEAN,4.86580086580087,0.213523131672598,2.55411255411255,San Diego,
"15440",-117.23,33.2,"21","2284","360","999","356",4.8929,212500,<1H OCEAN,6.41573033707865,0.157618213660245,2.8061797752809,San Diego,
"15441",-117.21,33.2,"22","3337","518","1288","466",5.04,253700,<1H OCEAN,7.16094420600858,0.15522924782739,2.76394849785408,San Diego,
"15442",-117.22,33.19,"16","3004","656","1948","606",2.7019,216900,<1H OCEAN,4.95709570957096,0.218375499334221,3.21452145214521,San Diego,
"15443",-117.27,33.18,"4","3371","773","1481","627",2.9133,215700,NEAR OCEAN,5.37639553429027,0.229308810442005,2.36204146730463,San Diego,
"15444",-117.26,33.19,"4","2342","595","1518","545",2.9469,216100,NEAR OCEAN,4.29724770642202,0.254056362083689,2.78532110091743,San Diego,
"15445",-117.26,33.19,"2","2629","509","1044","522",4.2361,158500,NEAR OCEAN,5.03639846743295,0.193609737542792,2,San Diego,
"15446",-117.25,33.19,"18","1891","306","830","279",4.5764,207000,<1H OCEAN,6.77777777777778,0.161819143310418,2.97491039426523,San Diego,
"15447",-117.24,33.19,"19","1569","351","1035","352",2.9191,159400,<1H OCEAN,4.45738636363636,0.223709369024857,2.94034090909091,San Diego,
"15448",-117.23,33.19,"22","2554","447","1147","422",3.6346,192500,<1H OCEAN,6.0521327014218,0.175019577133908,2.71800947867299,San Diego,
"15449",-117.24,33.18,"19","3337","565","1646","554",5.0195,200200,<1H OCEAN,6.02346570397112,0.169313754869643,2.97111913357401,San Diego,
"15450",-117.3,33.17,"6","7880","1533","3760","1460",4.1807,182600,NEAR OCEAN,5.3972602739726,0.194543147208122,2.57534246575342,San Diego,
"15451",-117.32,33.17,"18","2143","299","828","283",4.2383,239000,NEAR OCEAN,7.57243816254417,0.139524031731218,2.92579505300353,San Diego,
"15452",-117.31,33.17,"7","2349","312","809","282",5.552,283900,NEAR OCEAN,8.32978723404255,0.132822477650064,2.86879432624113,San Diego,
"15453",-117.31,33.16,"4","5846","894","2282","801",5.5956,247800,NEAR OCEAN,7.29837702871411,0.15292507697571,2.84893882646692,San Diego,
"15454",-117.31,33.16,"17","1704","263","781","281",5.6605,224400,NEAR OCEAN,6.06405693950178,0.154342723004695,2.77935943060498,San Diego,
"15455",-117.29,33.18,"15","3780","792","1632","721",2.7644,111400,NEAR OCEAN,5.24271844660194,0.20952380952381,2.26352288488211,San Diego,
"15456",-117.29,33.18,"17","821","176","436","168",3.1667,160600,NEAR OCEAN,4.88690476190476,0.214372716199756,2.5952380952381,San Diego,
"15457",-117.28,33.18,"16","3002","591","842","538",2.1205,157300,NEAR OCEAN,5.57992565055762,0.196868754163891,1.56505576208178,San Diego,
"15458",-117.28,33.18,"14","676","118","384","126",6.2096,178100,NEAR OCEAN,5.36507936507936,0.174556213017751,3.04761904761905,San Diego,
"15459",-117.26,33.18,"9","4540","793","2235","746",4.5781,225600,NEAR OCEAN,6.0857908847185,0.174669603524229,2.99597855227882,San Diego,
"15460",-117.27,33.15,"4","23915","4135","10877","3958",4.6357,244900,NEAR OCEAN,6.0421930267812,0.172904035124399,2.74810510358767,San Diego,
"15461",-117.29,33.15,"11","2560","445","952","448",4.0625,87500,NEAR OCEAN,5.71428571428571,0.173828125,2.125,San Diego,
